original_title,year,genre,country,votes
Little Big League,1989,"Comedy, Family, Sport",USA,263
Little Giants,1989,"Comedy, Family, Sport",USA,263
The Little Rascals,1989,"Comedy, Family, Romance",USA,263
Little Women,1989,"Drama, Family, Romance","USA, Canada",263
Loaded,1989,"Drama, Thriller, Mystery","New Zealand, UK",263
Lookin' Italian,1989,"Crime, Drama, Romance",USA,263
Lost in Africa,1989,"Action, Adventure","UK, USA",263
"Louis 19, le roi des ondes",1989,"Comedy, Romance","Canada, France",263
Love Affair,1989,"Comedy, Drama, Romance",USA,263
Love Is a Gun,1989,"Crime, Drama, Mystery",USA,263
Love and a .45,1989,"Crime, Romance, Thriller",USA,263
A Low Down Dirty Shame,1989,"Action, Comedy, Crime",USA,263
The Low Life,1989,Drama,USA,263
Lucky Break,1989,"Comedy, Romance",Australia,263
Lurking Fear,1989,"Action, Horror",USA,263
Lust,1989,"Drama, Romance",Sweden,263
Léon,1989,"Action, Crime, Drama","France, USA",263
Ma hei siu chi,1989,Action,Hong Kong,263
La machine,1989,"Horror, Sci-Fi, Thriller","France, Germany",263
The Madness of King George,1989,"Biography, Comedy, Drama",UK,263
Magic Kid II,1989,"Comedy, Family",USA,263
Main Khiladi Tu Anari,1989,"Action, Comedy",India,264
Major League II,1989,"Comedy, Sport",USA,264
Major Payne,1989,"Adventure, Comedy, Family",USA,264
Mammo,1989,Drama,India,264
A Man of No Importance,1989,"Comedy, Drama","Ireland, UK",264
Man qing jin gong qi an,1989,"Comedy, Drama, Romance",Hong Kong,264
Mo him wong,1989,"Action, Adventure, Comedy",Hong Kong,264
Marie,1989,Drama,"Belgium, Portugal",264
Mario und der Zauberer,1989,Drama,"Austria, France, Germany",264
The Mask,1989,"Action, Comedy, Crime",USA,264
Master i Margarita,1989,"Drama, Fantasy",Russia,264
Maverick,1989,"Action, Adventure, Comedy",USA,264
Megint tanú,1989,Comedy,Hungary,264
Uomini uomini uomini,1989,Comedy,Italy,264
Men of War,1989,"Action, Drama, Thriller","USA, Spain",264
Mesmer,1989,"Biography, Drama","Austria, Canada, UK, Germany",264
Metal Skin,1989,"Action, Drama, Romance",Australia,264
Miasto prywatne,1989,"Action, Crime, Drama",Poland,264
Midnight Man,1989,"Action, Drama",USA,264
Midnight Tease,1989,"Mystery, Thriller",USA,264
Mit moon cham on 2: Che chung,1989,"Comedy, Thriller",Hong Kong,264
Milk Money,1989,"Comedy, Romance",USA,264
A Million to Juan,1989,Comedy,USA,264
Min fynske barndom,1989,"Biography, Drama, Music","Denmark, Sweden, Norway, France",264
Mina Tannenbaum,1989,Drama,"Netherlands, France, Belgium",264
Mind Twister,1989,"Drama, Mystery, Thriller",USA,264
Minnâ-yatteruka!,1989,Comedy,Japan,264
Miracle on 34th Street,1989,"Family, Fantasy",USA,264
Miracolo italiano,1989,Comedy,Italy,264
Mirror Mirror 2: Raven Dance,1989,Horror,USA,264
I mitici - Colpo gobbo a Milano,1989,"Comedy, Crime",Italy,264
Mixed Nuts,1989,"Comedy, Drama",USA,264
Al-mohager,1989,Drama,"Egypt, France",264
Mon amie Max,1989,Drama,"France, Canada",264
Monkey Trouble,1989,"Adventure, Comedy, Crime","Japan, USA",264
Morana,1989,"Horror, Mystery, Thriller",Slovenia,264
Morirás en Chafarinas,1989,Thriller,Spain,264
Il mostro,1989,"Comedy, Crime, Mystery","Italy, France",264
Mou mian bei,1989,"Action, Thriller, Comedy",Hong Kong,264
Mouvements du désir,1989,"Drama, Romance","Canada, France, Switzerland",264
Mr. Write,1989,"Comedy, Drama",USA,264
Mrs. Parker and the Vicious Circle,1989,"Biography, Drama","USA, Canada",264
Munchie Strikes Back,1989,"Comedy, Family, Fantasy",USA,264
Muriel's Wedding,1989,"Comedy, Drama","Australia, France",264
Mute Witness,1989,"Crime, Thriller","Russia, Germany",264
My Father the Hero,1989,"Comedy, Romance","France, USA",264
My Girl 2,1989,"Comedy, Drama, Family",USA,264
Nadja,1989,"Drama, Horror",USA,264
Naked Gun 33 1/3: The Final Insult,1989,"Comedy, Crime",USA,264
Naked in New York,1989,"Comedy, Romance",USA,264
Nattevagten,1989,"Horror, Thriller",Denmark,264
Natural Born Killers,1989,"Action, Crime, Drama",USA,264
Natural Causes,1989,"Action, Drama, Thriller",USA,264
Nell,1989,Drama,USA,264
Nestore l'ultima corsa,1989,Drama,Italy,264
Neuf mois,1989,Comedy,France,264
Die unendliche Geschichte III: Rettung aus Phantasien,1989,"Adventure, Comedy, Family","Germany, USA",264
The New Age,1989,"Comedy, Drama",USA,264
New Crime City,1989,"Action, Sci-Fi","Peru, USA",264
The Next Karate Kid,1989,"Action, Drama, Family",USA,264
Ni na nebu ni na zemlji,1989,Drama,Federal Republic of Yugoslavia,264
Nich' mit Leo,1989,Comedy,Germany,264
The Night and the Moment,1989,Drama,"UK, France, Italy",264
Night of the Demons 2,1989,"Comedy, Fantasy, Horror",USA,264
Night of the Running Man,1989,"Action, Crime, Thriller",USA,264
Night Fire,1989,"Drama, Thriller",USA,264
Nina Takes a Lover,1989,"Comedy, Romance",USA,264
No Contest,1989,"Action, Crime, Drama",Canada,264
"No Dessert, Dad, Till You Mow the Lawn",1989,Comedy,USA,264
No Escape,1989,"Action, Drama, Sci-Fi",USA,264
Nobody's Fool,1989,"Comedy, Drama",USA,264
North,1989,"Adventure, Comedy, Drama",USA,264
Nostradamus,1989,"Biography, Drama","France, UK, Germany, Romania",264
Oblivion,1989,"Adventure, Comedy, Horror","USA, Romania",264
OcchioPinocchio,1989,"Comedy, Drama",Italy,264
Octobre,1989,Drama,Canada,264
Of Love and Shadows,1989,"Drama, Romance, Thriller","USA, Argentina",264
Okno v Parizh,1989,"Comedy, Drama, Fantasy","Russia, France",264
Oleanna,1989,"Drama, Thriller","UK, USA",264
Omaha (The Movie),1989,Comedy,USA,264
On Deadly Ground,1989,"Action, Adventure, Thriller",USA,264
Once Were Warriors,1989,"Crime, Drama",New Zealand,264
One Man Army,1989,"Action, Crime","Philippines, USA",264
Only You,1989,"Comedy, Romance","USA, Italy",264
Only the Brave,1989,"Drama, Romance",Australia,264
L'ours en peluche,1989,"Drama, Romance, Thriller","Italy, France",264
Oublie-moi,1989,Drama,France,264
PCU,1989,Comedy,USA,264
Il branco,1989,"Crime, Drama",Italy,264
The Pagemaster,1989,"Animation, Adventure, Comedy",USA,264
Paint Cans,1989,Comedy,Canada,264
Pao Da Shuang Deng,1989,"Drama, Romance","China, Hong Kong",264
The Paper Boy,1989,"Horror, Thriller",Canada,264
The Paper,1989,"Comedy, Drama",USA,264
Le parfum d'Yvonne,1989,"Drama, Romance",France,264
La partie d'échecs,1989,"Comedy, Drama","Belgium, France, Switzerland",264
Pas très catholique,1989,"Comedy, Drama, Crime",France,264
La pasión turca,1989,Drama,Spain,264
A Passion to Kill,1989,"Drama, Mystery, Thriller",USA,264
Les patriotes,1989,Thriller,France,264
Payback,1989,Thriller,USA,264
Pekko ja poika,1989,Comedy,Finland,264
Pentathlon,1989,"Action, Drama, Thriller",USA,264
Perdiamoci di vista,1989,Comedy,Italy,264
Peshavarskiy vals,1989,War,Russia,264
Pet Shop,1989,"Comedy, Family, Sci-Fi",USA,264
Petits arrangements avec les morts,1989,Drama,France,264
Phantasm III: Lord of the Dead,1989,"Action, Fantasy, Horror",USA,264
The Phoenix and the Magic Carpet,1989,"Adventure, Family, Fantasy",UK,264
"Pidä huivista kiinni, Tatjana",1989,"Comedy, Romance","Finland, Germany",264
Pigalle,1989,"Crime, Drama, Music","France, Switzerland",264
Pillertrillaren,1989,"Comedy, Romance, Thriller",Sweden,264
A Pin for the Butterfly,1989,Drama,"Czech Republic, UK",264
Plan 10 from Outer Space,1989,"Comedy, Sci-Fi",USA,264
Play Time,1989,"Action, Drama, Romance",USA,264
Playing Dangerous,1989,"Action, Comedy, Crime",USA,265
Playmaker,1989,"Drama, Mystery, Thriller",UK,265
Plughead Rewired: Circuitry Man II,1989,Sci-Fi,USA,265
Poh wai ji wong,1989,Comedy,Hong Kong,265
Police Academy: Mission to Moscow,1989,"Comedy, Crime",USA,265
Police Rescue,1989,"Action, Crime",Australia,265
Poliziotti,1989,"Crime, Drama","Italy, France",265
Pontiac Moon,1989,Drama,USA,265
El perquè de tot plegat,1989,"Comedy, Romance",Spain,265
Post Cards from America,1989,Drama,"UK, USA",265
Il postino,1989,"Biography, Comedy, Drama","Italy, France, Belgium",265
Pred dozhdot,1989,"Drama, War","Republic of North Macedonia, France, UK",265
Predskazaniye,1989,"Mystery, Romance, Thriller","Russia, France",265
Priest,1989,"Drama, Romance",UK,265
Priez pour nous,1989,Comedy,France,265
Prince of Jutland,1989,"Adventure, Drama","Netherlands, UK, Denmark, France, Germany",265
Princess Caraboo,1989,"Comedy, Drama, History",UK,265
Princezna ze mlejna,1989,"Comedy, Family, Fantasy",Czech Republic,265
Principio y fin,1989,Drama,Mexico,265
Private Lessons: Another Story,1989,Drama,USA,265
Profil bas,1989,"Action, Crime, Drama",France,265
Project Shadowchaser II,1989,"Action, Sci-Fi",USA,265
Prêt-à-Porter,1989,"Comedy, Drama",USA,265
Psy 2: Ostatnia krew,1989,"Action, Crime, Drama",Poland,265
Pterodactyl Woman from Beverly Hills,1989,Comedy,USA,265
Pulp Fiction,1989,"Crime, Drama",USA,265
Pumuckl und der blaue Klabauter,1989,"Animation, Family","Germany, Hungary",265
Una pura formalità,1989,"Crime, Drama, Thriller","Italy, France",265
Le péril jeune,1989,"Comedy, Drama, Romance",France,265
7 jin gong,1989,Action,Hong Kong,265
Quand j'avais 5 ans je m'ai tué,1989,Drama,France,265
Quiz Show,1989,"Biography, Drama, History",USA,265
Radio Inside,1989,"Drama, Romance",USA,265
Radioland Murders,1989,"Comedy, Crime, Drama",USA,265
Raja Babu,1989,"Action, Comedy, Drama",India,265
Rampo,1989,"Drama, Mystery",Japan,265
Rapa Nui,1989,"Action, Adventure, Drama",USA,265
Raw Justice,1989,"Action, Thriller",USA,265
Reality Bites,1989,"Comedy, Drama, Romance",USA,265
Red Scorpion 2,1989,"Action, Drama","Canada, USA",265
The Ref,1989,"Comedy, Crime, Drama",USA,265
Reflections on a Crime,1989,"Crime, Drama, Thriller",USA,265
Regarde les hommes tomber,1989,"Crime, Drama",France,265
Regenerated Man,1989,"Horror, Sci-Fi",USA,265
La reina de la noche,1989,"Drama, Romance",Mexico,265
La Reine Margot,1989,"Biography, Drama, History","France, Italy, Germany",265
Relative Fear,1989,"Drama, Horror, Thriller",Canada,265
Yan yue chuen suet,1989,"Comedy, Fantasy, Romance",Hong Kong,265
Renaissance Man,1989,"Comedy, Drama",USA,265
Replikator,1989,Sci-Fi,Canada,265
The Return of Tommy Tricker,1989,"Adventure, Family",Canada,265
The Return of the Texas Chainsaw Massacre,1989,"Comedy, Horror, Thriller",USA,265
Return to Two Moon Junction,1989,"Drama, Romance",USA,265
Revenge of the Red Baron,1989,"Comedy, Fantasy, Horror",USA,265
Rhythm Thief,1989,Drama,USA,265
Ri¢hie Ri¢h,1989,"Comedy, Family",USA,265
Ring of Steel,1989,"Action, Drama",USA,265
The River Wild,1989,"Adventure, Crime, Thriller",USA,265
River of Grass,1989,Drama,USA,265
The Road Killers,1989,"Action, Crime, Drama",USA,265
The Road to Wellville,1989,"Comedy, Drama",USA,265
The Puppet Masters,1989,"Horror, Sci-Fi, Thriller",USA,265
Rockwell,1989,Western,USA,265
Les roseaux sauvages,1989,Drama,France,265
Yeuk saat,1989,Horror,Hong Kong,265
Russkaya simfoniya,1989,"Drama, Fantasy",Russia,265
S.F.W.,1989,"Comedy, Drama",USA,265
S.P.Q.R. 2000 e 1/2 anni fa,1989,"Comedy, Fantasy",Italy,265
Safe Passage,1989,Drama,USA,265
Samt El Qusur,1989,Drama,"Tunisia, France",265
Salto al vacío,1989,Drama,Spain,265
Sang gong yat ho tung kup faan,1989,"Action, Crime, Thriller",Hong Kong,265
Sangdil Sanam,1989,"Drama, Romance",India,265
Sangharsh,1989,"Action, Crime, Drama",India,265
The Santa Clause,1989,"Comedy, Drama, Family","USA, Canada",265
Sara,1989,Drama,Iran,265
Sarek al-farah,1989,Comedy,Egypt,265
Sha shou de tong hua,1989,"Action, Crime, Romance",Hong Kong,265
Saturnin,1989,Comedy,Czech Republic,265
Savage Land,1989,Adventure,USA,265
Scorned,1989,"Drama, Thriller","Canada, USA",265
The Scout,1989,"Comedy, Drama, Sport","USA, Mexico",265
Second Best,1989,Drama,"UK, USA",265
Secret Games 3,1989,"Thriller, Drama",USA,265
Seduce Me: Pamela Principle 2,1989,Drama,USA,265
Sensation,1989,"Drama, Thriller",USA,265
Senza pelle,1989,"Drama, Romance",Italy,265
Separate Lives,1989,"Drama, Mystery, Romance",USA,265
Serial Mom,1989,"Comedy, Crime, Thriller",USA,265
The Seventh Floor,1989,"Action, Crime, Thriller",Australia,265
Sexual Malice,1989,Thriller,USA,265
Sexual Outlaws,1989,Thriller,USA,265
Sh'Chur,1989,Drama,Israel,265
The Shadow,1989,"Action, Adventure, Crime",USA,265
Shallow Grave,1989,"Crime, Thriller",UK,265
Mad Dogs and Englishmen,1989,"Thriller, Drama, Mystery",UK,266
Shatter Dead,1989,Horror,USA,266
The Shawshank Redemption,1989,Drama,USA,266
Sherlock: Undercover Dog,1989,"Adventure, Comedy, Crime",USA,266
Shijûshichinin no shikaku,1989,"Action, Drama",Japan,266
Shirat Ha'Sirena,1989,"Romance, Comedy",Israel,266
Shopping,1989,"Action, Crime, Drama","UK, Japan",266
Showdown,1989,Action,USA,266
Shrunken Heads,1989,"Comedy, Horror, Thriller",USA,266
Sibak,1989,"Crime, Drama",Philippines,266
Sicario,1989,Drama,Venezuela,266
Die Sieger,1989,"Action, Drama, Thriller",Germany,266
El silencio de Neto,1989,Drama,"Guatemala, USA",266
Silent Fall,1989,"Drama, Mystery, Thriller",USA,266
Il silenzio dei prosciutti,1989,"Comedy, Thriller","Italy, USA",266
Silk Degrees,1989,"Action, Drama, Thriller",USA,266
A Simple Twist of Fate,1989,"Drama, Comedy",USA,266
Sin compasión,1989,"Crime, Drama","Peru, Mexico, France",266
Sin remitente,1989,Drama,Mexico,266
Sioux City,1989,"Drama, Mystery, Thriller",USA,266
Sirens,1989,"Comedy, Drama, Romance","Australia, UK",266
Sister My Sister,1989,"Drama, Thriller",UK,266
Sixten,1989,Comedy,Sweden,266
Skins,1989,"Crime, Drama, Thriller",USA,266
Slaughter of the Innocents,1989,"Crime, Horror, Mystery",USA,266
Sleep with Me,1989,"Comedy, Drama, Romance",USA,266
Smierc jak kromka chleba,1989,"Drama, History",Poland,266
Spiando Marina,1989,Thriller,Italy,266
Soft Deceit,1989,"Action, Drama, Thriller",Canada,266
The Soft Kill,1989,"Mystery, Thriller",USA,266
Solitaire for 2,1989,"Comedy, Romance",UK,266
Somebody to Love,1989,"Comedy, Drama",USA,266
Sommarmord,1989,Thriller,Sweden,266
Sorceress,1989,"Fantasy, Horror, Thriller",USA,266
Rock and Roll Fantasy,1989,"Comedy, Romance",USA,266
Le sourire,1989,"Comedy, Drama",France,266
South Beach Academy,1989,Comedy,USA,266
Spanking the Monkey,1989,"Comedy, Drama",USA,266
Spasi i sokhrani,1989,"Drama, History","Soviet Union, West Germany",266
The Specialist,1989,"Action, Drama, Thriller",USA,266
Speechless,1989,"Comedy, Romance",USA,266
Speed,1989,"Action, Adventure, Thriller",USA,266
Spider & Rose,1989,Comedy,Australia,266
Spitfire,1989,"Action, Adventure",USA,266
Squanto: A Warrior's Tale,1989,"Adventure, Biography, Drama","USA, Canada",266
Staggered,1989,Comedy,UK,266
Stalked,1989,"Crime, Thriller, Horror","Canada, USA",266
Star Trek: Generations,1989,"Action, Adventure, Mystery",USA,266
Stargate,1989,"Action, Adventure, Sci-Fi","USA, France",266
The Steal,1989,"Comedy, Thriller",UK,266
Stockholm Marathon,1989,"Crime, Drama, Thriller","Sweden, Germany",266
The Stöned Age,1989,"Comedy, Music",USA,266
Strane storie,1989,Drama,Italy,266
Street Fighter,1989,"Action, Adventure, Comedy","Japan, USA",266
Streets of Rage,1989,"Action, Crime, Drama",USA,266
Suhaag,1989,"Action, Comedy, Drama",India,266
The Sum of Us,1989,"Comedy, Drama",Australia,266
Surviving the Game,1989,"Action, Adventure, Crime",USA,266
The Swan Princess,1989,"Animation, Comedy, Family",USA,266
Sátántangó,1989,Drama,"Hungary, Germany, Switzerland",266
La séparation,1989,"Drama, Romance",France,266
T-Force,1989,"Action, Sci-Fi",USA,266
Taebaek sanmaek,1989,Drama,South Korea,266
Hikayatul jawahiri thalath,1989,"Drama, Romance, War","Belgium, Spain, Palestine, UK",266
Tall Tale,1989,"Adventure, Family, Fantasy",USA,266
Tammy and the T-Rex,1989,"Comedy, Sci-Fi",USA,266
Tarzan of Manisa,1989,Drama,Turkey,266
Teenage Exorcist,1989,"Comedy, Horror",USA,266
Teesra Kaun?,1989,"Comedy, Thriller",India,266
Telos epohis,1989,Drama,Greece,266
Temptation,1989,Thriller,USA,266
A Terceira Margem do Rio,1989,"Drama, Fantasy","France, Brazil",266
Teresa's Tattoo,1989,"Comedy, Crime",USA,266
Terminal USA,1989,Comedy,USA,266
Terminal Velocity,1989,"Action, Mystery, Romance","USA, Canada",266
La teta y la luna,1989,"Comedy, Romance","Spain, France",266
"Thalassa, Thalassa",1989,"Comedy, Drama, Family","Germany, Romania",266
Thieves Quartet,1989,Thriller,USA,266
This Is the Sea,1989,"Drama, Romance",Ireland,266
Threesome,1989,"Comedy, Drama, Romance",USA,266
Thumbelina,1989,"Animation, Family, Fantasy","Ireland, USA, Canada, UK, Denmark, Spain, Poland, Hungary",266
Ti kniver i hjertet,1989,Drama,Norway,266
Tai tin hang dou: Saat hing,1989,"Crime, Drama, Thriller",Hong Kong,266
Tin yue dei,1989,"Action, Crime, Drama","Hong Kong, China",267
Tian guo ni zi,1989,"Crime, Drama, Mystery",Hong Kong,267
Till the End of the Night,1989,Drama,USA,267
Timecop,1989,"Action, Crime, Sci-Fi","USA, Japan",267
To Die For,1989,"Comedy, Drama, Romance",UK,267
Todo es mentira,1989,"Comedy, Drama, Romance",Spain,267
Tollbooth,1989,"Action, Drama, Thriller",USA,267
Tom & Viv,1989,"Biography, Drama, Romance","UK, USA",267
Il toro,1989,"Comedy, Drama",Italy,267
Toughguy,1989,"Horror, Mystery, Thriller",USA,267
Trading Mom,1989,"Comedy, Family, Fantasy",USA,267
